id,name
ITEM_BLACK_FLUTE,FLUTE NOIRE
ITEM_WHITE_FLUTE,FLUTE BLANCHE
ITEM_BERRY_JUICE,JUS DE BAIE
ITEM_SACRED_ASH,CENDRESACREE
ITEM_SHOAL_SALT,SEL TREFONDS
ITEM_SHOAL_SHELL,CO. TREFONDS
ITEM_RED_SHARD,TESSON ROUGE
ITEM_BLUE_SHARD,TESSON BLEU
ITEM_YELLOW_SHARD,TESSON JAUNE
ITEM_GREEN_SHARD,TESSON VERT
ITEM_FERTILIZER,ENGRAIS CROISSANCE
ITEM_03D,????????
ITEM_03E,????????
ITEM_HP_UP,PV PLUS
ITEM_PROTEIN,PROTEINE
ITEM_IRON,FER
ITEM_CARBOS,CARBONE
ITEM_CALCIUM,CALCIUM
ITEM_RARE_CANDY,SUPER BONBON
ITEM_PP_UP,PP PLUS
ITEM_ZINC,ZINC
ITEM_PP_MAX,PP MAX
ITEM_048,????????
ITEM_GUARD_SPEC,DEFENSE SPEC
ITEM_DIRE_HIT,MUSCLE +
ITEM_X_ATTACK,ATTAQUE +
ITEM_X_DEFEND,DEFENSE +
ITEM_X_SPEED,VITESSE +
ITEM_X_ACCURACY,PRECISION +
ITEM_X_SPECIAL,SPECIAL +
ITEM_POKE_DOLL,POKéPOUPEE
ITEM_FLUFFY_TAIL,QUEUE SKITTY
ITEM_BIG_NUGGET,GROSSE PÉPITE
ITEM_SUPER_REPEL,SUPEREPOUSSE
ITEM_MAX_REPEL,REPOUSSE MAX
ITEM_ESCAPE_ROPE,CORDE SORTIE
ITEM_REPEL,REPOUSSE
ITEM_057,????????
ITEM_058,????????
ITEM_059,????????
ITEM_05A,????????
ITEM_05B,????????
ITEM_05C,????????
ITEM_SUN_STONE,PIERRESOLEIL
ITEM_MOON_STONE,PIERRE LUNE
ITEM_FIRE_STONE,PIERRE FEU
ITEM_THUNDER_STONE,PIERREFOUDRE
ITEM_WATER_STONE,PIERRE EAU
ITEM_LEAF_STONE,PIERREPLANTE
ITEM_063,????????
ITEM_064,????????
ITEM_065,????????
ITEM_066,????????
ITEM_TINY_MUSHROOM,PETIT CHAMPI
ITEM_BIG_MUSHROOM,GROS CHAMPI
ITEM_069,????????
ITEM_PEARL,PERLE
ITEM_BIG_PEARL,GRANDE PERLE
ITEM_STARDUST,POUSS.ETOILE
ITEM_STAR_PIECE,MORC. ETOILE
ITEM_NUGGET,PEPITE
ITEM_HEART_SCALE,ECAILLECOEUR
ITEM_EXP_SHARE_SMALL,PART. EXP. S
ITEM_FAIRY_GEM,GEMME FÉE
ITEM_072,????????
ITEM_073,????????
ITEM_074,????????
ITEM_075,????????
ITEM_076,????????
ITEM_077,????????
ITEM_078,????????
ITEM_ORANGE_MAIL,LETTRE ORANJ
ITEM_HARBOR_MAIL,LETTRE PORT
ITEM_GLITTER_MAIL,LETTRE BRILL
ITEM_MECH_MAIL,LETTRE MECA
ITEM_WOOD_MAIL,LETTRE BOIS
ITEM_WAVE_MAIL,LETTRE VAGUE
ITEM_BEAD_MAIL,LETTRE BULLE
ITEM_SHADOW_MAIL,LETTRE OMBRE
ITEM_TROPIC_MAIL,LETTRE TROPI
ITEM_DREAM_MAIL,LETTRE SONGE
ITEM_FAB_MAIL,LETTRE COOL
ITEM_RETRO_MAIL,LETTRE RETRO
ITEM_CHERI_BERRY,BAIE CERIZ
ITEM_CHESTO_BERRY,BAIE MARON
ITEM_PECHA_BERRY,BAIE PECHA
ITEM_RAWST_BERRY,BAIE FRAIVE
ITEM_ASPEAR_BERRY,BAIE WILLIA
ITEM_LEPPA_BERRY,BAIE MEPO
ITEM_ORAN_BERRY,BAIE ORAN
ITEM_PERSIM_BERRY,BAIE KIKA
ITEM_LUM_BERRY,BAIE PRINE
ITEM_SITRUS_BERRY,BAIE SITRUS
ITEM_FIGY_BERRY,BAIE FIGUY
ITEM_WIKI_BERRY,BAIE WIKI
ITEM_MAGO_BERRY,BAIE MAGO
ITEM_AGUAV_BERRY,BAIE GOWAV
ITEM_IAPAPA_BERRY,BAIE PAPAYA
ITEM_RAZZ_BERRY,BAIE FRAMBY
ITEM_BLUK_BERRY,BAIE REMU
ITEM_NANAB_BERRY,BAIE NANAB
ITEM_WEPEAR_BERRY,BAIE REPOI
ITEM_PINAP_BERRY,BAIE NANANA
ITEM_POMEG_BERRY,BAIE GRENA
ITEM_KELPSY_BERRY,BAIE ALGA
ITEM_QUALOT_BERRY,BAIE QUALOT
ITEM_HONDEW_BERRY,BAIE LONME
ITEM_GREPA_BERRY,BAIE RESIN
ITEM_TAMATO_BERRY,BAIE TAMATO
ITEM_CORNN_BERRY,BAIE SIAM
ITEM_MAGOST_BERRY,BAIE MANGOU
ITEM_RABUTA_BERRY,BAIE RABUTA
ITEM_NOMEL_BERRY,BAIE TRONCI
ITEM_SPELON_BERRY,BAIE KIWAN
ITEM_PAMTRE_BERRY,BAIE PALMA
ITEM_WATMEL_BERRY,BAIE STEKPA
ITEM_DURIN_BERRY,BAIE DURIN
ITEM_BELUE_BERRY,BAIE MYRTE
ITEM_LIECHI_BERRY,BAIE LICHII
ITEM_GANLON_BERRY,BAIE LINGAN
ITEM_SALAC_BERRY,BAIE SAILAK
ITEM_PETAYA_BERRY,BAIE PITAYE
ITEM_APICOT_BERRY,BAIE ABRIKO
ITEM_LANSAT_BERRY,BAIE LANSAT
ITEM_STARF_BERRY,BAIE FRISTA
ITEM_ENIGMA_BERRY,BAIE ENIGMA
ITEM_UNUSED_BERRY_1,????????
ITEM_UNUSED_BERRY_2,????????
ITEM_UNUSED_BERRY_3,????????
ITEM_BRIGHT_POWDER,POUDRECLAIRE
ITEM_WHITE_HERB,HERBEBLANCHE
ITEM_MACHO_BRACE,BRAC. MACHO
ITEM_EXP_SHARE,MULTI EXP
ITEM_QUICK_CLAW,VIVE GRIFFE
ITEM_SOOTHE_BELL,GRELOT ZEN
ITEM_MENTAL_HERB,HERBE MENTAL
ITEM_CHOICE_BAND,BAND. CHOIX
ITEM_KINGS_ROCK,ROCHE ROYALE
ITEM_SILVER_POWDER,POUDRE ARG.
ITEM_AMULET_COIN,PIECE RUNE
ITEM_CLEANSE_TAG,RUNE PURIF.
ITEM_SOUL_DEW,ROSEE AME
ITEM_DEEP_SEA_TOOTH,DENT OCEAN
ITEM_DEEP_SEA_SCALE,ECAILLEOCEAN
ITEM_SMOKE_BALL,BOULE FUMEE
ITEM_EVERSTONE,PIERRE STASE
ITEM_FOCUS_BAND,BANDEAU
ITEM_LUCKY_EGG,OEUF CHANCE
ITEM_SCOPE_LENS,LENTILSCOPE
ITEM_METAL_COAT,PEAU METAL
ITEM_LEFTOVERS,RESTES
ITEM_DRAGON_SCALE,ECAILLEDRACO
ITEM_LIGHT_BALL,BALLELUMIERE
ITEM_SOFT_SAND,SABLE DOUX
ITEM_HARD_STONE,PIERRE DURE
ITEM_MIRACLE_SEED,GRAIN MIRACL
ITEM_BLACK_GLASSES,LUNET.NOIRES
ITEM_BLACK_BELT,CEINT.NOIRE
ITEM_MAGNET,AIMANT
ITEM_MYSTIC_WATER,EAU MYSTIQUE
ITEM_SHARP_BEAK,BEC POINTU
ITEM_POISON_BARB,PIC VENIN
ITEM_NEVER_MELT_ICE,GLACETERNEL
ITEM_SPELL_TAG,RUNE SORT
ITEM_TWISTED_SPOON,CUILLERTORDU
ITEM_CHARCOAL,CHARBON
ITEM_DRAGON_FANG,CROC DRAGON
ITEM_SILK_SCARF,MOUCH. SOIE
ITEM_UP_GRADE,AMELIORATOR
ITEM_SHELL_BELL,GRELOT COQUE
ITEM_SEA_INCENSE,ENCENS MER
ITEM_LAX_INCENSE,ENCENS DOUX
ITEM_LUCKY_PUNCH,POING CHANCE
ITEM_METAL_POWDER,POUDRE METAL
ITEM_THICK_CLUB,MASSE OS
ITEM_STICK,BATON
ITEM_INFINITE_REPEL,REPOUSSE INF.
ITEM_INFINITE_RARE_CANDIES,BOÎTE BONBONS
ITEM_0F0,????????
ITEM_0F0,????????
ITEM_0F1,????????
ITEM_0F2,????????
ITEM_0F3,????????
ITEM_0F4,????????
ITEM_0F5,????????
ITEM_0F6,????????
ITEM_0F7,????????
ITEM_0F8,????????
ITEM_0F9,????????
ITEM_0FA,????????
ITEM_0FB,????????
ITEM_0FC,????????
ITEM_0FD,????????
ITEM_RED_SCARF,FOUL. ROUGE
ITEM_BLUE_SCARF,FOUL. BLEU
ITEM_PINK_SCARF,FOUL. ROSE
ITEM_GREEN_SCARF,FOUL. VERT
ITEM_YELLOW_SCARF,FOUL. JAUNE
ITEM_MACH_BIKE,VELO COURSE
ITEM_COIN_CASE,BOITE JETONS
ITEM_ITEMFINDER,CHERCH'OBJET
ITEM_RADIO,RADIO
ITEM_OLD_ROD,CANNE
ITEM_GOOD_ROD,SUPER CANNE
ITEM_SUPER_ROD,MEGA CANNE
ITEM_SS_TICKET,PASSE BATEAU
ITEM_CONTEST_PASS,PASSECONCOUR
ITEM_10B,????????
ITEM_SQUIRT_BOTTLE,ARROSOIR
ITEM_DEVON_GOODS,PACK DEVON
ITEM_SOOT_SACK,SAC A SUIE
ITEM_BASEMENT_KEY,CLE SOUS-SOL
ITEM_ACRO_BIKE,VELO CROSS
ITEM_POKEBLOCK_CASE,BOÎTE {POKEBLOCK}
ITEM_LETTER,LETTRE
ITEM_EON_TICKET,PASSE EON
ITEM_RED_ORB,ORBE ROUGE
ITEM_BLUE_ORB,ORBE BLEU
ITEM_SCANNER,SCANNER
ITEM_GO_GOGGLES,LUNET. SABLE
ITEM_METEORITE,METEORITE
ITEM_ROOM_1_KEY,CLE SALLE 1
ITEM_ROOM_2_KEY,CLE SALLE 2
ITEM_ROOM_4_KEY,CLE SALLE 4
ITEM_ROOM_6_KEY,CLE SALLE 6
ITEM_STORAGE_KEY,CLE STOCKAGE
ITEM_ROOT_FOSSIL,FOSS. RACINE
ITEM_CLAW_FOSSIL,FOSS. GRIFFE
ITEM_DEVON_SCOPE,DEVON SCOPE
ITEM_TM_FOCUS_PUNCH,TM01
ITEM_TM_DRAGON_CLAW,TM02
ITEM_TM_WATER_PULSE,TM03
ITEM_TM_CALM_MIND,TM04
ITEM_TM_ROAR,TM05
ITEM_TM_TOXIC,TM06
ITEM_TM_HAIL,TM07
ITEM_TM_BULK_UP,TM08
ITEM_TM_BULLET_SEED,TM09
ITEM_TM_HIDDEN_POWER,TM10
ITEM_TM_SUNNY_DAY,TM11
ITEM_TM_TAUNT,TM12
ITEM_TM_ICE_BEAM,TM13
ITEM_TM_BLIZZARD,TM14
ITEM_TM_HYPER_BEAM,TM15
ITEM_TM_LIGHT_SCREEN,TM16
ITEM_TM_PROTECT,TM17
ITEM_TM_RAIN_DANCE,TM18
ITEM_TM_GIGA_DRAIN,TM19
ITEM_TM_SAFEGUARD,TM20
ITEM_TM_FRUSTRATION,TM21
ITEM_TM_SOLAR_BEAM,TM22
ITEM_TM_IRON_TAIL,TM23
ITEM_TM_THUNDERBOLT,TM24
ITEM_TM_THUNDER,TM25
ITEM_TM_EARTHQUAKE,TM26
ITEM_TM_RETURN,TM27
ITEM_TM_DIG,TM28
ITEM_TM_PSYCHIC,TM29
ITEM_TM_SHADOW_BALL,TM30
ITEM_TM_BRICK_BREAK,TM31
ITEM_TM_DOUBLE_TEAM,TM32
ITEM_TM_REFLECT,TM33
ITEM_TM_SHOCK_WAVE,TM34
ITEM_TM_FLAMETHROWER,TM35
ITEM_TM_SLUDGE_BOMB,TM36
ITEM_TM_SANDSTORM,TM37
ITEM_TM_FIRE_BLAST,TM38
ITEM_TM_ROCK_TOMB,TM39
ITEM_TM_AERIAL_ACE,TM40
ITEM_TM_TORMENT,TM41
ITEM_TM_FACADE,TM42
ITEM_TM_SECRET_POWER,TM43
ITEM_TM_REST,TM44
ITEM_TM_ATTRACT,TM45
ITEM_TM_THIEF,TM46
ITEM_TM_STEEL_WING,TM47
ITEM_TM_SKILL_SWAP,TM48
ITEM_TM_SNATCH,TM49
ITEM_TM_OVERHEAT,TM50
ITEM_HM_CUT,HM01
ITEM_HM_FLY,HM02
ITEM_HM_SURF,HM03
ITEM_HM_STRENGTH,HM04
ITEM_HM_FLASH,HM05
ITEM_HM_ROCK_SMASH,HM06
ITEM_HM_WATERFALL,HM07
ITEM_HM_WHIRLPOOL,HM08
ITEM_15B,????????
ITEM_15C,????????
ITEM_OAKS_PARCEL,COLIS CHEN
ITEM_POKE_FLUTE,POKéFLUTE
ITEM_SECRET_KEY,CLE SECRETE
ITEM_BIKE_VOUCHER,BON COMMANDE
ITEM_GOLD_TEETH,DENT D'OR
ITEM_OLD_AMBER,AMBRE
ITEM_CARD_KEY,CARTE MAGN.
ITEM_LIFT_KEY,CLE ASC.
ITEM_HELIX_FOSSIL,NAUTILE
ITEM_DOME_FOSSIL,FOSSILE DOME
ITEM_SILPH_SCOPE,SCOPE SYLPHE
ITEM_BICYCLE,BICYCLETTE
ITEM_TOWN_MAP,CARTE
ITEM_VS_SEEKER,CHERCHE VS
ITEM_FAME_CHECKER,MEMORYDEX
ITEM_TM_CASE,BOITE CT
ITEM_BERRY_POUCH,SAC A BAIES
ITEM_TEACHY_TV,TV ABC
ITEM_TRI_PASS,TRI-PASSE
ITEM_RAINBOW_PASS,PASSE PRISME
ITEM_TEA,THE
ITEM_MYSTIC_TICKET,TICKETMYSTIK
ITEM_AURORA_TICKET,TICKETAURORA
ITEM_POWDER_JAR,POT POUDRE
ITEM_RUBY,RUBIS
ITEM_SAPPHIRE,SAPHIR
ITEM_CLEAR_BELL,CLOCHE CLAIRE
ITEM_LOST_ITEM,OBJET PERDU
ITEM_MACHINE_PART,PIÈCE MACHINE
ITEM_MYSTERY_EGG,ŒUF MYSTÈRE
ITEM_PASS,CARTE ACCÈS
ITEM_RAINBOW_WING,PLUME ARC-EN-CIEL
ITEM_RED_SCALE,ÉCAILLE ROUGE
ITEM_SECRET_POTION,POTION SECRÈTE
ITEM_SILVER_WING,PLUME ARGENTÉE
ITEM_RAGE_CANDY_BAR,BARRE CHOCOLAT
ITEM_TIDAL_BELL,CLOCHE MARÉE
ITEM_MAGMA_EMBLEM,SCEAU MAGMA
ITEM_OLD_SEA_MAP,VIEILLECARTE
ITEM_ADAMANT_MINT,MENTHE RIGIDE
ITEM_BOLD_MINT,MENTHE ASSURÉE
ITEM_BRAVE_MINT,MENTHE BRAVE
ITEM_CALM_MINT,MENTHE CALME
ITEM_CAREFUL_MINT,MENTHE PRUDENTE
ITEM_GENTLE_MINT,MENTHE DOUCE
ITEM_HASTY_MINT,MENTHE PRÉCIPITÉE
ITEM_IMPISH_MINT,MENTHE MALINE
ITEM_JOLLY_MINT,MENTHE JOYEUSE
ITEM_LAX_MINT,MENTHE LÂCHE
ITEM_LONELY_MINT,MENTHE SOLITAIRE
ITEM_MILD_MINT,MENTHE DOUCE
ITEM_MODEST_MINT,MENTHE MODESTE
ITEM_NAIVE_MINT,MENTHE NAÏVE
ITEM_NAUGHTY_MINT,MENTHE COQUINE
ITEM_QUIET_MINT,MENTHE DISCRÈTE
ITEM_RASH_MINT,MENTHE FOUILLEUSE
ITEM_RELAXED_MINT,MENTHE DÉTENDUE
ITEM_SASSY_MINT,MENTHE MALPOLIE
ITEM_SERIOUS_MINT,MENTHE SÉRIEUSE
ITEM_TIMID_MINT,MENTHE TIMIDE
ITEM_NONE,????????
ITEM_MASTER_BALL,MASTER BALL
ITEM_ULTRA_BALL,HYPER BALL
ITEM_GREAT_BALL,SUPER BALL
ITEM_POKE_BALL,POKé BALL
ITEM_SAFARI_BALL,SAFARI BALL
ITEM_NET_BALL,FILET BALL
ITEM_DIVE_BALL,SCUBA BALL
ITEM_NEST_BALL,FAIBLO BALL
ITEM_REPEAT_BALL,BIS BALL
ITEM_TIMER_BALL,CHRONO BALL
ITEM_LUXURY_BALL,LUXE BALL
ITEM_PREMIER_BALL,HONOR BALL
ITEM_LOVE_BALL,BALL AMOUR
ITEM_LURE_BALL,BALL APPAT
ITEM_FRIEND_BALL,BALL AMIE
ITEM_HEAVY_BALL,BALL MASSE
ITEM_MOON_BALL,BALL LUNE
ITEM_LEVEL_BALL,BALL NIVEAU
ITEM_FAST_BALL,BALL SPEED
ITEM_GS_BALL,BALL GCS
ITEM_POTION,POTION
ITEM_ANTIDOTE,ANTIDOTE
ITEM_BURN_HEAL,ANTI-BRULE
ITEM_ICE_HEAL,ANTIGEL
ITEM_AWAKENING,REVEIL
ITEM_PARALYZE_HEAL,ANTI-PARA
ITEM_FULL_RESTORE,GUERISON
ITEM_MAX_POTION,POTION MAX
ITEM_HYPER_POTION,HYPER POTION
ITEM_SUPER_POTION,SUPER POTION
ITEM_FULL_HEAL,TOTAL SOIN
ITEM_REVIVE,RAPPEL
ITEM_MAX_REVIVE,RAPPEL MAX
ITEM_FRESH_WATER,EAU FRAICHE
ITEM_SODA_POP,SODA COOL
ITEM_LEMONADE,LIMONADE
ITEM_MOOMOO_MILK,LAIT MEUMEU
ITEM_ENERGY_POWDER,POUDRENERGIE
ITEM_ENERGY_ROOT,RACINENERGIE
ITEM_HEAL_POWDER,POUDRE SOIN
ITEM_REVIVAL_HERB,HERBE RAPPEL
ITEM_ETHER,HUILE
ITEM_MAX_ETHER,HUILE MAX
ITEM_ELIXIR,ELIXIR
ITEM_MAX_ELIXIR,MAX ELIXIR
ITEM_LAVA_COOKIE,LAVA COOKIE
ITEM_BLUE_FLUTE,FLUTE BLEUE
ITEM_YELLOW_FLUTE,FLUTE JAUNE
ITEM_RED_FLUTE,FLUTE ROUGE
ITEM_BLACK_FLUTE,FLUTE NOIRE
ITEM_WHITE_FLUTE,FLUTE BLANCHE
ITEM_BERRY_JUICE,JUS DE BAIE
ITEM_SACRED_ASH,CENDRESACREE
ITEM_SHOAL_SALT,SEL TREFONDS
ITEM_SHOAL_SHELL,CO. TREFONDS
ITEM_RED_SHARD,TESSON ROUGE
ITEM_BLUE_SHARD,TESSON BLEU
ITEM_YELLOW_SHARD,TESSON JAUNE
ITEM_GREEN_SHARD,TESSON VERT
ITEM_FERTILIZER,ENGRAIS CROISSANCE
ITEM_03D,????????
ITEM_03E,????????
ITEM_HP_UP,PV PLUS
ITEM_PROTEIN,PROTEINE
ITEM_IRON,FER
ITEM_CARBOS,CARBONE
ITEM_CALCIUM,CALCIUM
ITEM_RARE_CANDY,SUPER BONBON
ITEM_PP_UP,PP PLUS
ITEM_ZINC,ZINC
ITEM_PP_MAX,PP MAX
ITEM_048,????????
ITEM_GUARD_SPEC,DEFENSE SPEC
ITEM_DIRE_HIT,MUSCLE +
ITEM_X_ATTACK,ATTAQUE +
ITEM_X_DEFEND,DEFENSE +
ITEM_X_SPEED,VITESSE +
ITEM_X_ACCURACY,PRECISION +
ITEM_X_SPECIAL,SPECIAL +
ITEM_POKE_DOLL,POKéPOUPEE
ITEM_FLUFFY_TAIL,QUEUE SKITTY
ITEM_BIG_NUGGET,GROSSE PÉPITE
ITEM_SUPER_REPEL,SUPEREPOUSSE
ITEM_MAX_REPEL,REPOUSSE MAX
ITEM_ESCAPE_ROPE,CORDE SORTIE
ITEM_REPEL,REPOUSSE
ITEM_057,????????
ITEM_058,????????
ITEM_059,????????
ITEM_05A,????????
ITEM_05B,????????
ITEM_05C,????????
ITEM_SUN_STONE,PIERRESOLEIL
ITEM_MOON_STONE,PIERRE LUNE
ITEM_FIRE_STONE,PIERRE FEU
ITEM_THUNDER_STONE,PIERREFOUDRE
ITEM_WATER_STONE,PIERRE EAU
ITEM_LEAF_STONE,PIERREPLANTE
ITEM_063,????????
ITEM_064,????????
ITEM_065,????????
ITEM_066,????????
ITEM_TINY_MUSHROOM,PETIT CHAMPI
ITEM_BIG_MUSHROOM,GROS CHAMPI
ITEM_069,????????
ITEM_PEARL,PERLE
ITEM_BIG_PEARL,GRANDE PERLE
ITEM_STARDUST,POUSS.ETOILE
ITEM_STAR_PIECE,MORC. ETOILE
ITEM_NUGGET,PEPITE
ITEM_HEART_SCALE,ECAILLECOEUR
ITEM_EXP_SHARE_SMALL,PART. EXP. S
ITEM_FAIRY_GEM,GEMME FÉE
ITEM_072,????????
ITEM_073,????????
ITEM_074,????????
ITEM_075,????????
ITEM_076,????????
ITEM_077,????????
ITEM_078,????????
ITEM_ORANGE_MAIL,LETTRE ORANJ
ITEM_HARBOR_MAIL,LETTRE PORT
ITEM_GLITTER_MAIL,LETTRE BRILL
ITEM_MECH_MAIL,LETTRE MECA
ITEM_WOOD_MAIL,LETTRE BOIS
ITEM_WAVE_MAIL,LETTRE VAGUE
ITEM_BEAD_MAIL,LETTRE BULLE
ITEM_SHADOW_MAIL,LETTRE OMBRE
ITEM_TROPIC_MAIL,LETTRE TROPI
ITEM_DREAM_MAIL,LETTRE SONGE
ITEM_FAB_MAIL,LETTRE COOL
ITEM_RETRO_MAIL,LETTRE RETRO
ITEM_CHERI_BERRY,BAIE CERIZ
ITEM_CHESTO_BERRY,BAIE MARON
ITEM_PECHA_BERRY,BAIE PECHA
ITEM_RAWST_BERRY,BAIE FRAIVE
ITEM_ASPEAR_BERRY,BAIE WILLIA
ITEM_LEPPA_BERRY,BAIE MEPO
ITEM_ORAN_BERRY,BAIE ORAN
ITEM_PERSIM_BERRY,BAIE KIKA
ITEM_LUM_BERRY,BAIE PRINE
ITEM_SITRUS_BERRY,BAIE SITRUS
ITEM_FIGY_BERRY,BAIE FIGUY
ITEM_WIKI_BERRY,BAIE WIKI
ITEM_MAGO_BERRY,BAIE MAGO
ITEM_AGUAV_BERRY,BAIE GOWAV
ITEM_IAPAPA_BERRY,BAIE PAPAYA
ITEM_RAZZ_BERRY,BAIE FRAMBY
ITEM_BLUK_BERRY,BAIE REMU
ITEM_NANAB_BERRY,BAIE NANAB
ITEM_WEPEAR_BERRY,BAIE REPOI
ITEM_PINAP_BERRY,BAIE NANANA
ITEM_POMEG_BERRY,BAIE GRENA
ITEM_KELPSY_BERRY,BAIE ALGA
ITEM_QUALOT_BERRY,BAIE QUALOT
ITEM_HONDEW_BERRY,BAIE LONME
ITEM_GREPA_BERRY,BAIE RESIN
ITEM_TAMATO_BERRY,BAIE TAMATO
ITEM_CORNN_BERRY,BAIE SIAM
ITEM_MAGOST_BERRY,BAIE MANGOU
ITEM_RABUTA_BERRY,BAIE RABUTA
ITEM_NOMEL_BERRY,BAIE TRONCI
ITEM_SPELON_BERRY,BAIE KIWAN
ITEM_PAMTRE_BERRY,BAIE PALMA
ITEM_WATMEL_BERRY,BAIE STEKPA
ITEM_DURIN_BERRY,BAIE DURIN
ITEM_BELUE_BERRY,BAIE MYRTE
ITEM_LIECHI_BERRY,BAIE LICHII
ITEM_GANLON_BERRY,BAIE LINGAN
ITEM_SALAC_BERRY,BAIE SAILAK
ITEM_PETAYA_BERRY,BAIE PITAYE
ITEM_APICOT_BERRY,BAIE ABRIKO
ITEM_LANSAT_BERRY,BAIE LANSAT
ITEM_STARF_BERRY,BAIE FRISTA
ITEM_ENIGMA_BERRY,BAIE ENIGMA
ITEM_UNUSED_BERRY_1,????????
ITEM_UNUSED_BERRY_2,????????
ITEM_UNUSED_BERRY_3,????????
ITEM_BRIGHT_POWDER,POUDRECLAIRE
ITEM_WHITE_HERB,HERBEBLANCHE
ITEM_MACHO_BRACE,BRAC. MACHO
ITEM_EXP_SHARE,MULTI EXP
ITEM_QUICK_CLAW,VIVE GRIFFE
ITEM_SOOTHE_BELL,GRELOT ZEN
ITEM_MENTAL_HERB,HERBE MENTAL
ITEM_CHOICE_BAND,BAND. CHOIX
ITEM_KINGS_ROCK,ROCHE ROYALE
ITEM_SILVER_POWDER,POUDRE ARG.
ITEM_AMULET_COIN,PIECE RUNE
ITEM_CLEANSE_TAG,RUNE PURIF.
ITEM_SOUL_DEW,ROSEE AME
ITEM_DEEP_SEA_TOOTH,DENT OCEAN
ITEM_DEEP_SEA_SCALE,ECAILLEOCEAN
ITEM_SMOKE_BALL,BOULE FUMEE
ITEM_EVERSTONE,PIERRE STASE
ITEM_FOCUS_BAND,BANDEAU
ITEM_LUCKY_EGG,OEUF CHANCE
ITEM_SCOPE_LENS,LENTILSCOPE
ITEM_METAL_COAT,PEAU METAL
ITEM_LEFTOVERS,RESTES
ITEM_DRAGON_SCALE,ECAILLEDRACO
ITEM_LIGHT_BALL,BALLELUMIERE
ITEM_SOFT_SAND,SABLE DOUX
ITEM_HARD_STONE,PIERRE DURE
ITEM_MIRACLE_SEED,GRAIN MIRACL
ITEM_BLACK_GLASSES,LUNET.NOIRES
ITEM_BLACK_BELT,CEINT.NOIRE
ITEM_MAGNET,AIMANT
ITEM_MYSTIC_WATER,EAU MYSTIQUE
ITEM_SHARP_BEAK,BEC POINTU
ITEM_POISON_BARB,PIC VENIN
ITEM_NEVER_MELT_ICE,GLACETERNEL
ITEM_SPELL_TAG,RUNE SORT
ITEM_TWISTED_SPOON,CUILLERTORDU
ITEM_CHARCOAL,CHARBON
ITEM_DRAGON_FANG,CROC DRAGON
ITEM_SILK_SCARF,MOUCH. SOIE
ITEM_UP_GRADE,AMELIORATOR
ITEM_SHELL_BELL,GRELOT COQUE
ITEM_SEA_INCENSE,ENCENS MER
ITEM_LAX_INCENSE,ENCENS DOUX
ITEM_LUCKY_PUNCH,POING CHANCE
ITEM_METAL_POWDER,POUDRE METAL
ITEM_THICK_CLUB,MASSE OS
ITEM_STICK,BATON
ITEM_INFINITE_REPEL,REPOUSSE INF.
ITEM_INFINITE_RARE_CANDIES,BOÎTE BONBONS
ITEM_0F0,????????
ITEM_0F0,????????
ITEM_0F1,????????
ITEM_0F2,????????
ITEM_0F3,????????
